;Mkt-RF;SMB;HML;RMW;CMA;RF
20121004;0.84;0.10;0.29;-0.16;0.10;0.00
20121005;0.33;-0.04;0.28;-0.02;0.26;0.00
20121008;-0.54;0.15;0.00;0.04;0.11;0.00
20121009;-0.97;0.16;0.09;0.19;-0.02;0.00
20121010;-0.62;0.07;-0.03;-0.11;0.06;0.00
20121011;0.32;-0.21;0.38;-0.18;-0.02;0.00
20121012;-0.19;0.07;-0.21;0.13;0.07;0.00
20121015;0.55;-0.35;0.09;-0.12;0.25;0.00
20121016;1.24;-0.50;0.26;-0.05;-0.17;0.00
20121017;0.75;0.14;0.67;-0.30;0.01;0.00
20121018;-0.12;-0.02;0.49;-0.03;0.18;0.00
20121019;-1.14;0.28;0.14;-0.05;0.29;0.00
20121022;-0.12;0.01;0.04;-0.03;0.06;0.00
20121023;-1.36;0.69;-0.25;-0.14;0.14;0.00
20121024;-0.09;-0.03;0.07;-0.02;0.06;0.00
20121025;0.21;0.00;-0.12;-0.01;-0.11;0.00
20121026;-0.10;-0.03;-0.17;0.26;-0.07;0.00
20121029;-0.31;0.03;-0.25;0.08;-0.14;0.00
20121030;0.34;-0.31;0.04;0.07;-0.02;0.00
20121031;0.08;0.36;0.28;-0.08;0.14;0.00
20121101;0.86;-0.32;0.18;-0.12;-0.09;0.00
20121102;-0.58;0.10;0.17;0.03;0.07;0.00
20121105;-0.15;0.17;-0.22;0.05;0.02;0.00
20121106;0.63;-0.28;0.33;-0.03;0.19;0.00
20121107;-1.54;0.57;-0.41;0.21;-0.02;0.00
20121108;-0.90;0.11;0.01;-0.09;0.10;0.00
20121109;-0.15;-0.21;-0.31;0.16;-0.09;0.00
20121112;-0.15;-0.21;-0.08;0.08;-0.12;0.00
20121113;-0.23;-0.35;-0.06;0.02;0.24;0.00
20121114;-1.05;0.09;0.02;0.13;0.07;0.00
20121115;-0.30;-0.18;0.34;-0.22;0.18;0.00
20121116;0.08;0.08;-0.05;-0.11;0.07;0.00
20121119;2.01;-0.46;0.18;0.10;-0.14;0.00
20121120;0.11;-0.13;-0.10;-0.04;-0.06;0.00
20121121;0.24;-0.09;0.12;-0.12;0.04;0.00
20121122;0.53;0.09;0.21;-0.08;0.07;0.00
20121123;1.10;-0.39;-0.02;0.00;0.03;0.00
20121126;-0.12;0.41;-0.08;0.10;-0.14;0.00
20121127;-0.21;0.23;-0.08;-0.02;-0.04;0.00
20121128;0.34;-0.28;-0.38;0.26;-0.12;0.00
20121129;0.84;0.03;0.28;-0.15;-0.11;0.00
20121130;0.01;-0.12;0.09;-0.08;0.03;0.00
20121203;-0.03;0.19;0.12;0.04;0.11;0.00
20121204;0.03;0.22;0.31;-0.19;0.23;0.00
20121205;0.13;-0.21;0.55;-0.15;0.32;0.00
20121206;0.21;0.07;0.03;0.04;-0.05;0.00
20121207;0.12;-0.11;0.13;-0.08;0.23;0.00
20121210;0.14;0.13;-0.15;0.13;-0.18;0.00
20121211;0.60;-0.01;-0.02;0.11;-0.20;0.00
20121212;0.24;-0.12;0.35;-0.08;0.03;0.00
20121213;-0.37;0.16;0.18;-0.09;0.29;0.00
20121214;0.11;0.24;0.32;-0.22;0.22;0.00
20121217;0.56;-0.19;0.35;-0.15;-0.01;0.00
20121218;0.93;-0.09;0.26;-0.09;-0.11;0.00
20121219;0.15;0.37;0.52;-0.36;0.06;0.00
20121220;0.30;-0.05;0.41;-0.40;0.22;0.00
20121221;-0.80;0.27;-0.14;0.13;-0.05;0.00
20121224;-0.20;-0.10;-0.01;-0.03;0.04;0.00
20121225;0.07;0.06;0.07;-0.07;0.07;0.00
20121226;-0.14;0.11;0.28;-0.09;0.14;0.00
20121227;0.03;0.12;0.11;-0.04;0.05;0.00
20121228;-0.58;0.60;-0.10;-0.01;-0.02;0.00
20121231;0.80;-0.11;-0.12;0.00;-0.28;0.00
20130101;0.03;0.00;0.00;0.00;0.01;0.00
20130102;1.99;-0.43;0.28;-0.25;-0.18;0.00
20130103;-0.21;0.12;0.05;0.02;0.11;0.00
20130104;0.64;0.10;0.55;-0.44;0.37;0.00
20130107;-0.14;0.58;-0.01;-0.19;0.01;0.00
20130108;-0.27;0.18;-0.09;-0.05;0.09;0.00
20130109;0.36;0.04;0.25;-0.28;0.11;0.00
20130110;0.84;-0.18;0.42;-0.21;0.05;0.00
20130111;0.16;-0.08;-0.05;0.11;0.05;0.00
20130114;-0.05;0.02;0.14;-0.11;0.12;0.00
20130115;0.14;0.12;-0.16;-0.05;0.03;0.00
20130116;-0.17;-0.05;-0.18;0.18;-0.07;0.00
20130117;0.53;-0.33;0.07;0.12;0.13;0.00
20130118;0.20;0.19;0.24;-0.08;0.16;0.00
20130121;0.13;0.26;0.10;0.01;0.10;0.00
20130122;0.32;0.15;0.14;-0.03;0.01;0.00
20130123;-0.05;-0.21;-0.50;0.25;-0.15;0.00
20130124;0.17;-0.21;0.23;-0.15;0.42;0.00
20130125;0.67;-0.19;0.08;0.00;-0.07;0.00
20130128;-0.11;0.31;0.11;-0.10;0.12;0.00
20130129;0.49;-0.39;0.21;0.15;0.13;0.00
20130130;-0.09;-0.05;-0.02;-0.01;-0.08;0.00
20130131;-0.21;0.37;0.03;-0.10;-0.02;0.00
20130201;0.71;-0.19;-0.12;0.03;-0.22;0.00
20130204;-1.07;0.58;-0.22;0.18;0.02;0.00
20130205;0.35;-0.54;-0.02;0.09;-0.19;0.00
20130206;0.20;0.36;0.24;-0.23;0.29;0.00
20130207;-0.43;0.20;-0.05;0.17;-0.01;0.00
20130208;0.57;-0.12;-0.05;0.01;-0.32;0.00
20130211;-0.35;-0.11;0.18;-0.07;0.13;0.00
20130212;0.62;-0.05;0.57;-0.58;0.23;0.00
20130213;0.17;-0.15;-0.06;0.17;-0.14;0.00
20130214;-0.14;0.19;-0.08;-0.03;-0.12;0.00
20130215;-0.32;-0.10;-0.39;0.28;0.00;0.00
20130218;0.09;0.18;0.34;-0.22;0.08;0.00
20130219;0.85;-0.02;0.08;0.06;0.11;0.00
20130220;-0.87;0.09;-0.33;0.23;0.14;0.00
20130221;-1.18;0.19;-0.33;0.20;0.18;0.00
20130222;0.74;-0.19;-0.28;0.20;0.00;0.00
20130225;-0.66;0.46;-0.14;0.06;-0.05;0.00
20130226;-0.41;-0.02;-0.34;0.27;0.04;0.00
20130227;0.97;-0.45;0.13;-0.04;0.03;0.00
20130228;0.34;0.06;0.11;0.01;0.11;0.00
20130301;-0.17;-0.06;-0.42;0.05;0.06;0.00
20130304;0.19;-0.18;-0.35;0.08;0.28;0.00
20130305;1.07;-0.20;-0.06;0.17;-0.19;0.00
20130306;0.03;0.14;0.22;-0.19;0.02;0.00
20130307;0.37;-0.02;-0.09;-0.01;-0.09;0.00
20130308;0.29;-0.17;0.24;-0.29;0.19;0.00
20130311;0.43;-0.13;0.21;-0.16;0.04;0.00
20130312;-0.15;-0.07;-0.14;0.13;0.00;0.00
20130313;-0.22;0.09;-0.04;0.13;0.15;0.00
20130314;0.78;0.21;0.17;-0.17;0.24;0.00
20130315;0.25;0.60;0.00;0.21;-0.04;0.00
20130318;-0.93;0.22;-0.39;0.42;-0.09;0.00
20130319;-0.29;0.15;-0.24;0.16;0.27;0.00
20130320;0.52;-0.30;0.24;-0.21;0.19;0.00
20130321;-0.36;0.84;-0.08;0.02;0.07;0.00
20130322;0.33;-0.41;-0.20;0.20;-0.07;0.00
20130325;-0.36;0.36;-0.31;0.25;0.04;0.00
20130326;0.39;-0.31;-0.15;0.09;-0.17;0.00
20130327;-0.16;0.21;-0.01;0.00;-0.09;0.00
20130328;0.34;-0.22;-0.29;0.09;0.03;0.00
20130329;-0.02;-0.14;-0.11;0.06;-0.02;0.00
20130401;-0.49;-0.72;-0.07;0.14;0.13;0.00
20130402;0.33;-0.71;-0.16;0.02;0.01;0.00
20130403;-0.59;0.37;-0.23;0.40;0.14;0.00
20130404;-0.08;-0.15;0.37;-0.28;0.32;0.00
20130405;-0.43;0.16;0.34;-0.34;0.27;0.00
20130408;0.53;-0.11;0.11;-0.08;0.23;0.00
20130409;0.58;-0.07;0.30;-0.02;-0.14;0.00
20130410;1.24;-0.39;0.32;-0.34;0.14;0.00
20130411;0.69;-0.15;-0.05;0.05;0.24;0.00
20130412;-0.29;0.22;-0.15;0.17;0.18;0.00
20130415;-1.78;-0.14;-0.22;0.15;0.41;0.00
20130416;0.63;-0.34;-0.01;0.02;-0.08;0.00
20130417;-1.43;0.42;-0.25;0.09;0.44;0.00
20130418;-0.51;0.15;-0.14;0.26;0.06;0.00
20130419;0.58;-0.18;0.08;-0.30;-0.15;0.00
20130422;0.58;0.29;0.13;0.10;-0.10;0.00
20130423;1.00;-0.29;0.25;-0.21;0.00;0.00
20130424;0.67;0.29;0.35;-0.07;-0.41;0.00
20130425;0.66;0.22;-0.05;-0.14;-0.12;0.00
20130426;-0.16;-0.05;-0.08;0.18;0.00;0.00
20130429;0.85;-0.21;0.04;0.08;-0.17;0.00
20130430;0.44;0.37;-0.02;-0.07;-0.25;0.00
20130501;-0.58;-0.21;-0.08;0.30;-0.02;0.00
20130502;0.17;-0.02;0.00;-0.18;-0.20;0.00
20130503;0.88;-0.26;0.08;0.02;-0.32;0.00
20130506;0.04;0.04;0.23;-0.22;-0.10;0.00
20130507;0.73;0.35;0.48;-0.29;0.23;0.00
20130508;0.78;-0.03;-0.06;-0.01;-0.04;0.00
20130509;-0.72;-0.08;-0.02;0.24;-0.21;0.00
20130510;0.38;-0.11;-0.22;-0.22;0.01;0.00
20130513;0.02;-0.03;-0.16;-0.24;-0.02;0.00
20130514;0.45;-0.15;-0.20;0.11;-0.08;0.00
20130515;0.51;-0.79;0.27;-0.15;0.33;0.00
20130516;-0.38;-0.12;0.03;-0.01;0.04;0.00
20130517;0.43;0.03;0.39;0.01;-0.04;0.00
20130520;0.57;0.39;0.32;0.13;-0.14;0.00
20130521;0.10;-0.33;0.21;0.15;0.03;0.00
20130522;-0.59;-0.39;0.05;-0.04;0.18;0.00
20130523;-1.22;-0.41;-0.27;0.23;0.13;0.00
20130524;-0.07;0.50;-0.15;-0.02;0.06;0.00
20130527;-0.22;-0.25;-0.02;-0.05;-0.13;0.00
20130528;0.53;-0.14;0.05;-0.18;-0.05;0.00
20130529;-0.35;0.88;0.25;-0.11;-0.13;0.00
20130530;0.19;-0.38;-0.01;-0.17;-0.40;0.00
20130531;-1.06;0.99;-0.22;0.05;-0.17;0.00
20130603;0.03;-0.05;-0.07;0.31;-0.13;0.00
20130604;-0.04;-0.18;0.29;-0.16;0.17;0.00
20130605;-1.39;0.60;-0.25;0.21;-0.05;0.00
20130606;0.46;-0.47;0.06;-0.12;0.31;0.00
20130607;0.61;-1.17;0.12;-0.13;-0.01;0.00
20130610;0.50;0.81;-0.17;-0.07;-0.14;0.00
20130611;-0.65;0.48;-0.46;0.22;-0.07;0.00
20130612;-0.50;0.27;-0.42;0.37;-0.08;0.00
20130613;0.38;-0.54;0.25;-0.09;0.23;0.00
20130614;0.03;0.31;-0.10;0.16;0.08;0.00
20130617;0.95;0.03;0.26;-0.11;-0.13;0.00
20130618;0.41;-0.22;0.08;-0.08;0.06;0.00
20130619;-1.01;0.26;0.10;0.00;-0.16;0.00
20130620;-2.73;0.60;-0.06;0.10;0.02;0.00
20130621;-0.47;0.04;-0.24;-0.10;0.09;0.00
20130624;-1.36;0.15;-0.20;0.13;0.07;0.00
20130625;0.71;-0.57;0.42;-0.20;0.07;0.00
20130626;0.71;-1.11;0.16;0.20;0.30;0.00
20130627;0.99;0.36;0.11;-0.14;0.16;0.00
20130628;-0.09;0.65;0.13;-0.14;-0.24;0.00
20130701;0.83;0.19;-0.31;-0.14;-0.11;0.00
20130702;-0.17;0.17;-0.19;0.17;-0.12;0.00
20130703;-0.08;0.33;-0.19;-0.07;0.00;0.00
20130704;0.44;-0.17;0.05;-0.12;0.06;0.00
20130705;0.06;0.15;0.18;-0.24;0.24;0.00
20130708;0.61;-0.33;-0.05;0.21;0.05;0.00
20130709;0.70;-0.07;0.21;0.05;-0.03;0.00
20130710;0.58;0.16;0.01;0.04;-0.17;0.00
20130711;1.46;-0.07;-0.36;-0.03;-0.25;0.00
20130712;0.01;0.04;0.05;-0.24;-0.03;0.00
20130715;0.18;0.03;0.16;-0.04;0.13;0.00
20130716;0.08;0.42;0.13;0.06;0.10;0.00
20130717;0.18;-0.18;0.03;-0.09;-0.03;0.00
20130718;0.49;-0.22;0.54;-0.27;0.21;0.00
20130719;0.06;-0.24;0.18;-0.34;0.12;0.00
20130722;0.49;0.36;0.30;-0.20;-0.02;0.00
20130723;0.12;0.22;0.39;-0.13;0.07;0.00
20130724;-0.24;-0.33;-0.03;0.20;0.03;0.00
20130725;0.27;0.25;-0.18;-0.17;-0.11;0.00
20130726;-0.27;-0.14;-0.20;0.17;-0.07;0.00
20130729;-0.54;-0.46;-0.35;0.27;-0.20;0.00
20130730;0.19;0.19;-0.15;0.17;-0.07;0.00
20130731;0.02;-0.14;0.17;0.02;-0.06;0.00
20130801;0.93;-0.61;0.28;-0.49;0.05;0.00
20130802;0.72;0.13;-0.13;-0.14;-0.07;0.00
20130805;0.00;0.57;-0.37;0.20;-0.09;0.00
20130806;-0.30;0.11;-0.15;0.25;-0.07;0.00
20130807;-0.46;0.00;0.28;0.03;0.14;0.00
20130808;0.48;-0.17;0.27;-0.18;0.15;0.00
20130809;0.05;0.15;0.09;-0.06;-0.08;0.00
20130812;-0.15;0.10;0.16;-0.12;-0.11;0.00
20130813;0.28;-0.17;-0.09;0.08;-0.12;0.00
20130814;-0.01;0.35;0.11;-0.10;-0.13;0.00
20130815;-0.83;0.26;0.24;0.09;-0.11;0.00
20130816;-0.18;0.02;0.05;-0.09;-0.07;0.00
20130819;-0.44;0.34;-0.68;0.54;-0.26;0.00
20130820;-0.10;0.16;-0.15;-0.05;0.08;0.00
20130821;-0.74;0.09;-0.30;0.12;-0.15;0.00
20130822;0.63;-0.25;0.35;-0.27;0.08;0.00
20130823;0.62;-0.06;0.14;-0.04;0.01;0.00
20130826;-0.17;0.27;-0.40;0.09;-0.24;0.00
20130827;-1.33;0.32;-0.14;0.56;-0.04;0.00
20130828;-0.39;-0.38;0.22;-0.07;0.18;0.00
20130829;0.15;0.08;-0.24;-0.12;-0.11;0.00
20130830;-0.56;-0.21;-0.28;0.27;-0.16;0.00
20130902;0.53;-0.20;-0.09;0.09;-0.01;0.00
20130903;0.44;0.24;0.02;-0.31;-0.13;0.00
20130904;0.61;0.07;-0.19;-0.03;0.01;0.00
20130905;0.10;-0.16;0.28;-0.21;0.02;0.00
20130906;0.35;0.08;0.16;-0.08;-0.07;0.00
20130909;1.00;0.38;0.02;-0.16;0.13;0.00
20130910;0.95;-0.15;0.23;-0.26;0.22;0.00
20130911;0.41;-0.02;0.09;-0.01;0.15;0.00
20130912;-0.25;-0.03;-0.07;0.08;0.00;0.00
20130913;0.18;0.20;-0.11;0.09;0.08;0.00
20130916;0.69;-0.25;0.08;0.03;0.16;0.00
20130917;0.22;0.25;-0.12;-0.16;-0.05;0.00
20130918;1.43;-0.05;-0.18;-0.07;-0.15;0.00
20130919;0.16;-0.02;-0.22;0.09;-0.29;0.00
20130920;-0.45;0.25;-0.07;0.04;-0.08;0.00
20130923;-0.36;0.37;-0.12;0.28;-0.08;0.00
20130924;-0.06;0.25;0.18;-0.10;0.10;0.00
20130925;-0.01;-0.02;0.33;-0.31;0.04;0.00
20130926;0.26;0.08;-0.42;0.14;-0.14;0.00
20130927;-0.10;0.33;-0.14;0.15;-0.18;0.00
20130930;-0.70;0.35;-0.19;0.15;-0.04;0.00
20131001;0.71;-0.13;0.08;-0.15;0.08;0.00
20131002;-0.19;-0.03;0.18;-0.08;-0.03;0.00
20131003;-0.45;0.02;0.10;0.10;0.11;0.00
20131004;0.14;-0.31;0.51;-0.09;0.10;0.00
20131007;-0.55;-0.22;0.32;0.08;0.14;0.00
20131008;-0.92;0.27;0.46;0.26;0.36;0.00
20131009;-0.15;0.01;0.56;0.00;0.23;0.00
20131010;1.60;-0.55;0.01;-0.25;-0.05;0.00
20131011;0.73;0.25;0.01;-0.11;0.06;0.00
20131014;0.29;-0.04;0.09;-0.01;0.02;0.00
20131015;-0.09;0.11;0.04;0.22;-0.13;0.00
20131016;0.67;-0.53;0.04;-0.29;0.18;0.00
20131017;1.04;0.20;0.01;-0.23;-0.02;0.00
20131018;0.75;0.01;-0.24;-0.02;-0.32;0.00
20131021;0.18;0.24;-0.20;0.14;-0.03;0.00
20131022;0.63;-0.10;0.07;0.23;0.01;0.00
20131023;-0.62;0.16;-0.38;0.34;0.00;0.00
20131024;0.47;0.16;0.00;-0.03;-0.15;0.00
20131025;-0.11;-0.24;-0.20;0.19;0.06;0.00
20131028;0.08;-0.11;-0.02;0.19;0.05;0.00
20131029;0.13;-0.35;0.14;-0.04;0.28;0.00
20131030;-0.21;-0.26;0.37;0.02;0.00;0.00
20131031;-0.46;0.04;-0.07;0.12;0.04;0.00
20131101;-0.32;-0.36;0.02;0.00;0.19;0.00
20131104;0.42;0.14;0.01;0.12;-0.09;0.00
20131105;-0.26;0.26;-0.36;0.15;-0.07;0.00
20131106;0.51;-0.32;0.43;0.04;0.30;0.00
20131107;-1.03;0.27;-0.08;0.23;0.12;0.00
20131108;0.35;-0.31;0.16;-0.44;0.20;0.00
20131111;0.34;-0.15;0.14;-0.13;0.02;0.00
20131112;-0.18;0.15;-0.22;0.12;0.07;0.00
20131113;0.43;-0.05;-0.07;0.08;-0.14;0.00
20131114;0.43;-0.33;0.07;0.05;-0.06;0.00
20131115;0.59;-0.01;-0.21;0.02;-0.07;0.00
20131118;0.01;-0.14;0.26;0.07;0.13;0.00
20131119;-0.34;0.03;-0.08;0.18;-0.02;0.00
20131120;-0.45;0.12;0.01;-0.04;-0.05;0.00
20131121;0.46;-0.04;0.12;-0.22;-0.04;0.00
20131122;0.45;-0.12;0.04;-0.07;0.06;0.00
20131125;0.00;0.08;0.00;0.08;0.14;0.00
20131126;0.05;0.53;-0.21;-0.01;-0.17;0.00
20131127;0.11;-0.19;0.04;-0.13;0.07;0.00
20131128;0.29;-0.03;0.02;-0.09;0.09;0.00
20131129;-0.06;0.25;-0.16;0.15;-0.08;0.00
20131202;-0.38;-0.23;0.01;0.06;0.07;0.00
20131203;-0.48;0.21;-0.13;0.17;-0.11;0.00
20131204;-0.41;-0.02;0.03;-0.09;-0.14;0.00
20131205;-0.33;0.42;-0.50;0.14;-0.25;0.00
20131206;0.71;-0.51;0.15;-0.05;0.31;0.00
20131209;0.36;-0.09;0.00;0.06;-0.07;0.00
20131210;-0.23;0.18;0.07;0.02;-0.13;0.00
20131211;-0.83;0.11;0.04;0.18;-0.03;0.00
20131212;-0.70;0.00;0.23;-0.12;0.06;0.00
20131213;0.03;0.16;-0.05;-0.12;0.02;0.00
20131216;0.57;-0.35;0.17;-0.02;0.00;0.00
20131217;-0.18;0.39;-0.11;0.03;-0.17;0.00
20131218;0.85;-0.79;0.03;-0.17;0.27;0.00
20131219;0.46;-0.41;0.07;0.00;0.12;0.00
20131220;0.53;0.28;-0.13;-0.13;-0.18;0.00
20131223;0.64;0.00;-0.10;-0.10;-0.09;0.00
20131224;0.18;-0.10;0.06;-0.02;0.09;0.00
20131225;0.00;0.07;-0.09;0.07;-0.01;0.00
20131226;0.38;0.09;-0.10;0.05;0.04;0.00
20131227;0.48;0.04;0.24;-0.02;0.12;0.00
20131230;0.27;0.42;-0.22;0.06;0.00;0.00
20131231;0.24;-0.13;0.03;-0.04;-0.12;0.00
20140101;0.00;-0.01;0.01;-0.01;0.00;0.00
20140102;-0.79;0.47;-0.08;-0.11;-0.08;0.00
20140103;-0.02;0.31;-0.06;-0.04;0.19;0.00
20140106;-0.17;0.25;0.33;-0.13;0.08;0.00
20140107;0.39;-0.21;0.23;-0.19;0.06;0.00
20140108;0.15;0.06;0.08;-0.44;0.03;0.00
20140109;-0.07;0.22;-0.16;-0.23;-0.02;0.00
20140110;0.55;0.47;-0.43;0.07;-0.17;0.00
20140113;-0.46;0.42;0.28;-0.26;0.15;0.00
20140114;0.18;-0.47;-0.21;0.05;-0.13;0.00
20140115;0.60;0.05;0.41;-0.40;0.25;0.00
20140116;-0.01;0.20;-0.29;0.01;-0.20;0.00
20140117;-0.18;0.28;0.14;-0.21;-0.02;0.00
20140120;0.05;0.19;-0.16;0.26;-0.16;0.00
20140121;0.19;0.19;-0.30;-0.26;-0.47;0.00
20140122;-0.01;-0.03;-0.10;0.26;0.12;0.00
20140123;-0.46;0.20;-0.01;-0.02;0.01;0.00
20140124;-2.01;0.38;0.08;0.23;0.03;0.00
20140127;-1.00;-0.68;-0.09;0.34;0.17;0.00
20140128;0.52;0.04;0.23;-0.47;0.08;0.00
20140129;-0.38;0.71;0.28;0.03;0.06;0.00
20140130;0.15;-0.46;-0.28;-0.22;-0.09;0.00
20140131;-0.53;0.20;-0.08;0.20;-0.12;0.00
20140203;-1.70;-0.01;0.08;0.28;-0.11;0.00
20140204;-0.22;-0.94;-0.17;-0.10;0.12;0.00
20140205;0.15;-0.08;0.42;-0.17;0.07;0.00
20140206;1.29;-0.33;0.17;0.15;0.04;0.00
20140207;1.25;-0.15;-0.14;-0.20;-0.28;0.00
20140210;0.30;0.22;-0.48;0.07;-0.20;0.00
20140211;0.96;-0.36;0.12;-0.02;0.01;0.00
20140212;0.38;0.15;0.12;0.02;-0.01;0.00
20140213;0.38;0.05;-0.02;-0.10;-0.09;0.00
20140214;0.41;-0.14;0.16;0.21;0.05;0.00
20140217;0.21;0.16;0.15;-0.13;0.07;0.00
20140218;0.46;0.30;-0.05;-0.20;-0.12;0.00
20140219;-0.43;-0.14;-0.23;0.39;-0.02;0.00
20140220;0.14;-0.07;-0.17;0.13;0.03;0.00
20140221;0.30;0.35;0.06;-0.09;0.13;0.00
20140224;0.60;-0.05;-0.10;0.03;-0.09;0.00
20140225;0.10;0.17;-0.24;0.08;0.14;0.00
20140226;-0.23;0.16;-0.08;0.00;0.15;0.00
20140227;0.26;-0.08;0.02;-0.17;0.07;0.00
20140228;0.38;-0.13;0.45;0.19;0.18;0.00
20140303;-1.30;0.08;-0.04;0.02;-0.05;0.00
20140304;1.46;0.09;-0.03;-0.19;0.08;0.00
20140305;0.16;0.21;0.18;-0.28;0.04;0.00
20140306;0.54;-0.06;0.44;-0.02;0.21;0.00
20140307;-0.24;0.28;0.08;0.11;0.12;0.00
20140310;-0.30;0.06;0.01;0.12;-0.04;0.00
20140311;-0.27;-0.04;-0.09;0.30;-0.07;0.00
20140312;-0.37;-0.09;0.04;-0.03;-0.13;0.00
20140313;-0.91;0.53;0.21;0.07;0.00;0.00
20140314;-0.56;0.00;-0.19;0.14;-0.01;0.00
20140317;0.77;-0.53;0.12;0.02;0.19;0.00
20140318;0.77;0.37;-0.11;-0.08;-0.06;0.00
20140319;-0.70;-0.02;0.10;-0.07;0.01;0.00
20140320;-0.07;-0.55;0.45;-0.14;0.16;0.00
20140321;-0.07;-0.10;0.42;0.20;0.09;0.00
20140324;-0.34;0.17;0.34;0.29;0.12;0.00
20140325;0.50;-0.48;0.20;0.09;0.10;0.00
20140326;-0.16;-0.30;0.20;0.41;0.21;0.00
20140327;0.01;0.11;0.04;0.08;-0.11;0.00
20140328;0.51;-0.11;0.40;0.22;0.15;0.00
20140331;0.77;0.33;0.06;-0.20;0.21;0.00
20140401;0.68;-0.02;0.02;-0.28;-0.11;0.00
20140402;0.22;0.00;0.08;-0.05;-0.07;0.00
20140403;-0.17;-0.29;0.47;0.13;0.21;0.00
20140404;-0.52;-0.01;0.52;0.26;0.25;0.00
20140407;-1.06;0.05;0.08;0.14;0.11;0.00
20140408;0.25;-0.14;-0.13;0.05;-0.19;0.00
20140409;0.77;-0.20;-0.58;0.17;-0.32;0.00
20140410;-1.19;0.34;0.38;0.49;0.23;0.00
20140411;-1.11;-0.23;0.34;0.08;0.06;0.00
20140414;0.20;-0.84;0.00;0.19;-0.24;0.00
20140415;0.04;-0.28;-0.05;0.10;-0.03;0.00
20140416;1.20;-0.02;-0.03;-0.02;-0.01;0.00
20140417;0.29;0.18;0.23;-0.06;0.05;0.00
20140418;0.04;0.07;-0.02;0.02;-0.03;0.00
20140421;0.14;-0.04;-0.30;0.08;-0.04;0.00
20140422;0.65;-0.04;-0.22;-0.22;-0.01;0.00
20140423;-0.17;0.07;0.27;0.11;0.12;0.00
20140424;0.12;-0.10;0.02;0.11;-0.20;0.00
20140425;-0.67;0.04;0.22;0.36;0.29;0.00
20140428;0.01;-0.64;-0.13;0.56;0.05;0.00
20140429;0.51;-0.39;0.12;-0.32;-0.09;0.00
20140430;0.37;0.02;-0.11;0.09;-0.04;0.00
20140501;0.19;0.06;-0.04;-0.29;-0.15;0.00
20140502;0.02;0.26;0.06;0.11;0.11;0.00
20140505;0.01;-0.17;-0.25;0.16;-0.14;0.00
20140506;-0.35;0.26;0.05;0.41;0.00;0.00
20140507;-0.12;-0.83;0.34;0.15;0.36;0.00
20140508;0.10;-0.38;0.38;-0.09;0.27;0.00
20140509;-0.14;0.03;-0.26;0.07;0.04;0.00
20140512;0.74;-0.03;-0.15;-0.32;-0.12;0.00
20140513;0.09;-0.35;-0.03;0.07;-0.05;0.00
20140514;-0.16;-0.19;-0.14;0.27;-0.23;0.00
20140515;-0.76;0.13;-0.38;0.29;-0.21;0.00
20140516;-0.01;-0.45;-0.20;0.03;-0.05;0.00
20140519;0.15;-0.14;0.09;-0.29;0.01;0.00
20140520;-0.38;-0.05;0.14;0.06;-0.08;0.00
20140521;0.57;-0.29;0.05;0.18;-0.01;0.00
20140522;0.36;0.38;-0.24;-0.18;-0.07;0.00
20140523;0.36;0.23;0.16;-0.32;0.06;0.00
20140526;0.39;0.31;0.11;-0.02;0.00;0.00
20140527;0.35;0.20;-0.22;-0.18;-0.09;0.00
20140528;-0.12;0.14;0.20;0.02;0.06;0.00
20140529;0.39;-0.05;-0.21;0.15;-0.13;0.00
20140530;0.09;-0.10;0.07;0.15;0.03;0.00
20140602;0.12;-0.09;0.18;0.00;0.14;0.00
20140603;-0.04;-0.05;0.14;0.08;-0.19;0.00
20140604;0.09;0.09;-0.16;-0.03;-0.08;0.00
20140605;0.68;0.37;0.19;-0.30;0.01;0.00
20140606;0.45;0.22;0.27;-0.13;0.04;0.00
20140609;0.13;0.37;0.00;-0.25;-0.01;0.00
20140610;-0.05;-0.13;-0.08;-0.08;0.01;0.00
20140611;-0.24;0.18;-0.16;0.01;-0.20;0.00
20140612;-0.19;0.32;0.04;0.06;-0.07;0.00
20140613;0.02;-0.08;0.08;-0.03;-0.10;0.00
20140616;-0.02;0.07;-0.37;0.06;-0.16;0.00
20140617;0.11;0.07;0.16;-0.38;0.07;0.00
20140618;0.64;0.02;-0.01;0.03;0.03;0.00
20140619;0.42;-0.06;0.06;0.11;-0.05;0.00
20140620;0.02;0.06;-0.13;0.03;-0.02;0.00
20140623;-0.12;0.07;0.00;0.04;-0.05;0.00
20140624;-0.48;-0.03;-0.18;0.14;-0.05;0.00
20140625;0.00;0.02;0.08;-0.13;-0.01;0.00
20140626;0.06;0.19;-0.12;0.22;-0.19;0.00
20140627;0.18;-0.03;-0.11;0.05;-0.12;0.00
20140630;0.21;0.50;-0.09;-0.04;-0.15;0.00
20140701;0.68;-0.02;-0.13;-0.14;0.02;0.00
20140702;0.09;-0.20;0.01;0.01;0.04;0.00
20140703;0.44;-0.11;-0.06;-0.12;0.16;0.00
20140704;-0.03;0.25;-0.09;0.18;-0.11;0.00
20140707;-0.60;-0.21;0.25;0.32;0.15;0.00
20140708;-0.81;0.17;0.40;0.48;0.25;0.00
20140709;0.18;-0.41;0.15;-0.08;-0.05;0.00
20140710;-0.72;-0.20;-0.07;0.14;-0.11;0.00
